name,population,country,page,latitude,longitude
PLIDVEN,1343,ELDOR,294,44o10’N,16o10’W
P'LIHIDO,644,KORAK,341,44o5’N,9o55’W
PLIWDEN,847,MENDARN,304,39o50’N,16o50’W
PLOHDEN,696,MENDARN,303,39o55’N,17o25’W
P'LONDEN,540,P'BAPAR,337,48o0’N,9o15’W
PLONVDEN,617,ELDOR,294,43o35’N,16o10’W
PLORDEN,619,MENDARN,304,39o20’N,16o0’W
P'LORIDO,1049,KORAK,341,45o0’N,10o5’W
PLOZVEN,1969,MENDARN,303,39o15’N,17o55’W
PLUDEN,862,MENDARN,304,39o20’N,16o55’W
PLUMDEN,737,COSDOL,290,48o35’N,13o45’W
PLURNDEN,631,MENDARN,304,39o55’N,16o15’W
P'LUSIDO,1020,KORAK,346,43o5’N,8o35’W
PLUVRVEN,1402,ELDOR,299,42o0’N,15o30’W
PLUWDEN,627,ELDOR,293,44o0’N,18o0’W
POBUBETHIDO,1622,O'PAR,348,42o55’N,2o25’E
POFOLOGIDU,538,O'PAR,348,42o20’N,1o45’E
POHIDU,462,EK'KASEL,346,42o50’N,8o15’W
POHRMISH,1578,MEZNAMISH,392,32o0’N,15o20’W
POHZZAHN,1398,OZHVINMISH,393,33o25’N,12o10’W
POKA'IDO,1703,DODERA,314,39o35’N,0o5’E
POKIDO,1081,KORAK,341,44o30’N,9o40’W
POKOFIDO,1227,TOKIS,312,38o30’N,3o40’W
POLATHIDO,2144,KALAMAR,317,34o50’N,3o15’W
POLDEN,819,ELDOR,294,44o10’N,16o5’W
POLIDO,1941,KALAMAR,325,30o50’N,1o45’E
POM,380,P'BAPAR,337,47o45’N,9o40’W
POMEKIDU,845,KALAMAR,322,32o0’N,0o30’E
POMIMISH,900,ZAZAHNI,400,29o25’N,13o40’W
PONDVEN,903,ELDOR,299,40o55’N,15o55’W
PON'SOKIDO,2405,KALAMAR,322,31o20’N,0o15’E
POPDEN,529,ELDOR,294,44o35’N,16o0’W
PORIDO,1696,EK'GAKEL,342,45o15’N,6o30’W
PORIDO,1442,KALAMAR,325,31o0’N,1o20’E
PORMISH,1096,OZHVINMISH,394,32o40’N,11o10’W
POTHAMIDO,1623,KALAMAR,317,37o45’N,1o50’W
POTHIDO,998,DODERA,314,39o45’N,0o30’E
POTIDO,838,KORAK,342,44o15’N,8o0’W
POVIDU,595,DODERA,313,39o20’N,0o40’W
POYDEN,721,ELDOR,299,42o35’N,15o45’W
POZHMISH,389,OZHVINMISH,393,33o20’N,12o15’W
POZHMISH,843,ZAZAHNI,409,28o15’N,9o40’W
PRAVRDEN,435,ELDOR,294,43o35’N,16o50’W
PRAZDEN,681,ELDOR,299,42o35’N,17o15’W
PREMDIN,779,ELOS DESERT,311,39o0’N,7o35’W
PREMOLADEN,306,ELOS DESERT,315,35o55’N,8o15’W
PREMOLEN,9800,ELDOR,294,44o10’N,16o20’W
PRERDEN,408,ELDOR,293,43o15’N,17o30’W
PRESPDEN,322,DELNONDRIAN ISLANDS,297,42o25’N,21o15’W
P'RIDIDU,462,EK'GAKEL,343,45o50’N,5o5’W
PRIFVEN,1683,ELDOR,293,45o35’N,18o0’W
PRIGDEN,313,ELDOR,299,42o35’N,16o15’W
PRINDEN,359,PRIVBOLSIAN ISLANDS,307,36o40’N,20o35’W
P'RIRENIDU,874,P'BAPAR,337,46o35’N,10o0’W
PRIVRDEN,528,MENDARN,303,37o30’N,18o45’W
PRIWDEN,650,MENDARN,303,37o20’N,19o0’W
PROMPELDIA,15800,ELOS DESERT,311,38o40’N,7o30’W
PRORLDEN,543,MENDARN,304,40o5’N,15o20’W
PROVLDEN,377,MENDARN,308,36o40’N,19o35’W
PROYDEN,702,ELDOR,293,44o15’N,17o45’W
PRUPDEN,689,COSDOL,295,46o15’N,13o50’W
PRURLVEN,1019,MENDARN,303,38o35’N,17o50’W
P'SIDU,464,KALAMAR,321,32o0’N,0o55’W
P'THIDO,1423,KALAMAR,325,30o10’N,1o10’E
PUFEBOTHIDO,2355,KALAMAR,317,37o15’N,1o5’W
PUKA,375,PARU'BOR,344,45o10’N,2o40’W
PUKATIDO,1014,TOKIS,312,37o45’N,5o45’W
PULIBIDO,1722,TOKIS,313,38o10’N,2o10’W
PULIDO,2616,KALAMAR,318,34o50’N,0o50’E
PULIDU,607,KALAMAR,323,32o55’N,2o25’E
PUNUKA'IDO,1998,KALAMAR,321,32o10’N,2o40’W
PUOMOIN,481,COUNAI HEIGHTS,319,37o15’N,4o35’E
PUPIDU,710,TARISATO,326,28o50’N,3o0’E
PUPVEN,1366,ELDOR,294,45o0’N,17o15’W
PURIDU,774,BASIR,320,33o30’N,4o45’W
PUSILIDO,1039,KALAMAR,317,36o30’N,3o10’W
PUSOVIDO,2338,O'PAR,348,43o0’N,1o10’E
PUTHIDU,849,TARISATO,329,28o0’N,2o55’E
PUVANIWOLIDU,452,KALAMAR,321,32o45’N,1o40’W
PUVIDU,679,KALAMAR,322,31o30’N,1o45’E
PUWIDU,801,KALAMAR,322,32o35’N,1o5’E
PUYVEN,1703,PEL BROLENON,308,36o5’N,17o25’W
RAAGHRÛN,540,none,381,29o25’N,6o25’E
RABALIDU,565,BASIR,320,33o10’N,4o20’W
RABIDOV,376,BASIR,316,35o15’N,4o40’W
RABIDU,479,DODERA,313,40o5’N,0o45’W
RADDIK,200,SKARRNA,370,42o10’N,8o5’E
RAFUKA'ONIDO,1093,PEKAL,347,42o0’N,5o40’E
RAGEWIDU,415,TARISATO,329,28o10’N,3o15’E
RAHDEN,511,DELNONDRIAN ISLANDS,297,42o10’N,21o0’W
RAHIDO,1033,KALAMAR,316,35o25’N,3o35’W
RAHINO,484,EK'GAKEL,343,45o55’N,5o55’W
RAHMISH,690,OZHVINMISH,401,30o35’N,10o5’W
RAJARGAZH,493,UL-KARG,398,30o5’N,17o30’W
RAKA,347,PEKAL,347,40o35’N,4o50’E
RAKELAP,381,PEKAL,347,40o55’N,4o55’E
RALIDO,2501,KALAMAR,313,37o35’N,0o55’W
RALIDU,558,KALAMAR,322,33o0’N,0o55’E
RALIDU,533,KALAMAR,323,32o55’N,2o15’E
RANDDEN,672,ELOS DESERT,311,39o45’N,8o0’W
RANDEN,368,ELOS DESERT,350,35o25’N,9o25’W
RANDOLEN,8900,ELDOR,294,43o20’N,16o20’W
RANOWPAHNI,393,OZHVINMISH,394,32o20’N,11o25’W
RANVEN,3000,ELDOR,299,40o45’N,16o20’W
RAPELIDU,496,KALAMAR,322,32o20’N,0o25’W
RAPIDO,1529,BASIR,316,38o55’N,6o0’W
RAPIDU,492,KALAMAR,323,32o15’N,2o30’E
RAPIWIDU,408,KALAMAR,323,33o40’N,2o15’E
RAPVEN,942,PEL BROLENON,309,36o25’N,15o55’W
RARDEN,642,ELDOR,294,44o30’N,15o25’W
RARMISH,1390,MEZNAMISH,399,30o50’N,15o20’W
RASHMISH,1025,OZHVINMISH,402,30o5’N,8o45’W
RASIDO,1882,KALAMAR,316,35o40’N,4o5’W
RASIDU,894,EK'GAKEL,342,45o40’N,6o15’W
RASIDU,728,KALAMAR,316,35o30’N,4o20’W
RASMISH,491,AHZNOMAHN,402,30o40’N,7o25’W
RASVEN,1082,ELDOR,294,43o50’N,16o55’W
RAVIDO,1401,KALAMAR,322,33o15’N,1o40’E
RAVRDEN,494,MENDARN,303,37o35’N,19o25’W
RAWIDO,1659,KALAMAR,317,34o45’N,2o30’W
RAYL,1868,RYTARR WOODS,359,47o55’N,8o55’E
REDIDU,561,BASIR,315,35o50’N,6o20’W
REHIDU,445,KALAMAR,321,33o45’N,1o15’W
REHIWIDO,1041,KALAMAR,322,33o45’N,0o0’W
REHZWAHNI,1411,ZAZAHNI,401,30o30’N,10o50’W
REKA,1037,KHYDOBAN DESERT,370,40o5’N,10o30’E
REKA'IDU,613,KALAMAR,313,38o0’N,0o40’W
REKIBIDU,487,KALAMAR,323,31o45’N,3o20’E
REKIDO,1526,KALAMAR,322,31o35’N,0o0’W
RELVEN,1913,MENDARN,303,39o5’N,17o50’W
RENIDO,1122,KALAMAR,323,33o10’N,2o40’E
RENOTH,712,KHYDOBAN DESERT,371,41o40’N,11o0’E
REPIDU,601,BASIR,320,34o0’N,4o25’W
REPVEN,920,ELDOR,295,46o5’N,14o20’W
RERIDO,2103,KALAMAR,322,31o55’N,0o25’E
RERIDU,629,BASIR,316,35o10’N,4o55’W
REROSH,351,SHYNABYTH,340,47o40’N,1o5’W
RESHAHN,889,OZHVINMISH,401,30o30’N,9o35’W
RESHAR,345,SHYNABYTH,361,45o40’N,1o0’E
RESHYK,532,KHYDOBAN DESERT,373,39o35’N,10o30’E
RETHIDO,1211,KALAMAR,320,31o35’N,3o25’W
RETHIDU,726,KALAMAR,322,33o10’N,0o25’E
RET'HIDU,455,TARISATO,325,30o5’N,2o10’E
REVIDO,1310,TOKIS,348,40o30’N,2o30’E
REVIDO,970,KALAMAR,325,30o35’N,1o10’E
REVIDU,730,KALAMAR,322,32o5’N,1o40’E
REVRDEN,581,MENDARN,304,39o35’N,17o10’W
REWIDO,1094,KALAMAR,322,32o5’N,1o15’E
RIDARETA,7500,DODERA,348,41o10’N,1o0’E
RIFDEN,367,PRIVBOLSIAN ISLANDS,307,36o25’N,21o10’W
RIGIDU,433,KALAMAR,318,35o30’N,1o0’E
RIHZAZH,439,NORGA-KRANGREL,345,43o0’N,9o50’W
RIKALIDU,523,KALAMAR,322,33o25’N,1o40’E
RIKA'USIDU,821,KALAMAR,321,33o0’N,2o50’W
RILEFIDO,1193,KALAMAR,320,33o40’N,3o35’W
RILIDO,1717,KALAMAR,325,31o5’N,0o5’E
RILUKK,828,SKARRNA,364,43o35’N,8o55’E
RINHAHN,1939,ZAZAHNI,401,30o10’N,11o10’W
RININIDO,1946,KALAMAR,318,35o15’N,1o15’E
RINUKAGH,12200,NORGA-KRANGREL,295,43o35’N,11o50’W
RINVEN,1795,ELDOR,299,43o10’N,17o10’W
RIPAKA'UVIDU,744,KALAMAR,318,34o45’N,0o30’E
RIRZAGH,1802,TARISATO,326,28o55’N,3o15’E
RISDEN,427,MENDARN,304,39o50’N,17o10’W
RISHMAHN,635,AHZNOMAHN,403,28o30’N,5o40’W
RISIDU,672,EK'KASEL,342,43o40’N,7o20’W
RISIHIRIDU,744,KALAMAR,322,31o55’N,0o55’E
RISMISH,3029,AHZNOMAHN,402,29o25’N,7o40’W
RITVEN,1338,ELDOR,293,43o35’N,18o5’W
RIVVEN,1407,ELDOR,298,42o50’N,17o30’W
ROBIDO,2083,TOKIS,312,38o55’N,4o0’W
ROBIDU,801,KALAMAR,322,33o10’N,1o15’E
ROBUSELIDO,3000,EK'GAKEL,342,46o15’N,7o0’W
ROBY,442,SHYNABYTH,356,48o5’N,0o15’W
RODAF,387,SHYNABYTH,356,47o5’N,0o15’W
RODIDU,685,TARISATO,326,29o25’N,2o40’E
ROGALIDU,439,KALAMAR,322,33o15’N,1o25’E
ROGDEN,567,MENDARN,308,37o10’N,19o55’W
ROGIDO,2209,KALAMAR,325,31o5’N,0o50’E
ROHA,765,THYBAJ,367,40o45’N,4o15’E
ROHDEN,338,MENDARN,300,40o20’N,14o25’W
ROHEDIDO,2118,BASIR,320,33o20’N,4o10’W
ROHLMISH,RUINS,ZAZAHNI,400,29o40’N,14o15’W
ROHZ,320,OZHVINMISH,395,32o5’N,8o50’W
ROHZSVAHN,382,OZHVINMISH,402,30o15’N,8o50’W
ROJYN,767,ELOS DESERT,310,35o40’N,12o50’W
ROLAL,392,PRIVBOLSIAN ISLANDS,307,35o55’N,22o20’W
ROLIDU,544,KALAMAR,318,35o50’N,0o30’E
ROMEZ-AHNOZH,1124,ELOS DESERT,310,36o50’N,11o45’W
ROMIDU,806,KALAMAR,316,35o50’N,3o35’W
ROMIMAHN,336,OZHVINMISH,394,31o45’N,11o25’W
ROMIZHAHNI,1416,MEZNAMISH,392,33o40’N,14o35’W
ROMOMISH,2215,ZAZAHNI,400,30o5’N,12o55’W
RONARAHN,1599,ZAZAHNI,400,29o30’N,13o40’W
RONAZAGH,14808,UL-KARG,399,28o55’N,16o35’W
ROPIDU,510,KALAMAR,320,31o35’N,3o50’W
RORDVEN,994,ELDOR,294,44o20’N,15o25’W
RORMISH,1569,OZHVINMISH,400,30o45’N,13o20’W
ROSALETA,14800,KALAMAR,321,32o30’N,1o45’W
ROSIDO,1873,PEKAL,347,41o40’N,5o5’E
ROSIDU,528,KALAMAR,316,34o50’N,3o25’W
ROSLESI,440,PRIVBOLSIAN ISLANDS,306,35o20’N,24o45’W
ROSOKOPIDO,1525,KALAMAR,321,33o50’N,3o0’W
ROTIDIDO,2253,BASIR,316,34o50’N,5o40’W
ROVLDEN,654,ELDOR,293,44o5’N,17o30’W
ROVLDEN,616,ELDOR,299,42o35’N,15o10’W
ROWSVAHNI,2328,MEZNAMISH,399,31o15’N,15o40’W
ROWVEN,904,ELDOR,294,45o15’N,17o15’W
RUAHAOM,682,COUNAI HEIGHTS,319,36o35’N,4o50’E
RUDIDU,502,KALAMAR,317,35o15’N,2o50’W
RUGIMULIKIDO,1077,KALAMAR,322,31o50’N,0o20’W
RUH,392,KALAMAR,318,35o10’N,0o0’E
RUPABOLIDO,1523,PARU'BOR,344,45o15’N,3o5’W
RUPIDO,1913,KALAMAR,317,34o25’N,2o30’W
RURAWIDU,427,KALAMAR,318,35o40’N,0o0’W
RURDVEN,1007,ELDOR,299,41o25’N,15o0’W
RURR,765,THARGGY,367,40o45’N,2o20’E
RUSIDU,623,KALAMAR,316,37o0’N,3o25’W
RUSIDU,584,KALAMAR,325,30o40’N,0o10’E
RUTHIDU,344,PEKAL,347,42o10’N,6o0’E
RUVIDO,1819,EK'GAKEL,343,45o25’N,5o15’W
RUWIDO,2404,KALAMAR,325,30o10’N,1o45’E
R'WIDU,554,KALAMAR,317,36o45’N,1o0’W
RYBY-GANO,604,SLEN,336,49o35’N,2o5’W
RYJONTH,778,THYBAJ,367,41o5’N,3o50’E
RYKASH,293,KHYDOBAN DESERT,379,34o5’N,9o55’E
RYKO,535,ELOS DESERT,310,36o15’N,14o0’W
RYNAR,559,KHYDOBAN DESERT,376,34o30’N,9o50’E
RYNO,587,KHYDOBAN DESERT,371,41o25’N,11o0’E
RYNOSHOK,15900,SHYNABYTH,361,46o15’N,0o20’W
RYREJ,488,THYBAJ,367,41o45’N,4o30’E
RYSASH,521,THYBAJ,367,42o50’N,3o45’E
RYSHAK,386,ELOS DESERT,349,38o0’N,9o20’W
RYSHAK,389,SHYNABYTH,361,45o25’N,1o25’E
RYSHAR,1944,SLEN,340,49o5’N,1o40’W
RYSHYR,762,SLEN,340,48o35’N,0o45’W
SAANIEMA,5000,REANAARIA BAY,372,39o25’N,6o10’E
SABDEN,456,P'BAPAR,337,47o45’N,10o20’W
SAFAN,632,THYBAJ,367,41o35’N,4o20’E
SAFIDU,855,KALAMAR,325,30o25’N,1o30’E
SAGANTH,893,KHYDOBAN DESERT,371,42o25’N,10o55’E
SAGIDU,563,BASIR,316,34o40’N,5o20’W
SAHA-NONYF,1605,THYBAJ,367,43o10’N,4o10’E
SAHZSHAHNI,1178,OZHVINMISH,393,31o30’N,13o40’W
SAKA'IDO,924,TARISATO,329,28o0’N,3o55’E
SAKA'IDU,556,TARISATO,325,29o0’N,1o45’E
SAKA'IDU,662,TARISATO,326,28o40’N,2o30’E
SAKAN,621,THARGGY,361,43o25’N,1o40’E
SAKA'UMABOGIDU,470,TARISATO,326,29o0’N,3o0’E
SAKIDO,1260,KALAMAR,321,31o50’N,0o55’W
SAKK,2275,SKARRNA,364,44o55’N,8o45’E
SAKKBEKRAZH,423,UL-KARG,399,30o0’N,16o10’W
SAKOVOTIDO,2128,TOKIS,313,38o50’N,2o10’W
SALAKK,627,SKARRNA,370,42o0’N,8o25’E
SALANIDO,1003,KALAMAR,321,33o45’N,0o45’W
SALIDO,3600,KORAK,346,42o35’N,8o35’W
SALIRETA,9600,KALAMAR,322,32o25’N,0o55’E
SALIRIDO,3300,TOKIS,347,40o50’N,4o5’E
SANDEN,544,ELDOR,299,42o55’N,15o50’W
SANEMOPIDU,715,TARISATO,326,28o50’N,2o35’E
SANIDU,413,PEKAL,347,41o50’N,4o25’E
SANOWWHAHN,887,ZAZAHNI,400,30o30’N,12o10’W
SAPGAHNI,385,OZHVINMISH,393,33o35’N,11o50’W
SAPUWUWIDU,474,BASIR,316,35o25’N,5o15’W
SARACHIDU,511,EK'GAKEL,343,45o30’N,5o35’W
SARDVEN,1170,MENDARN,303,38o5’N,18o15’W
SAREDIDO,788,KORAK,341,44o10’N,9o45’W
SARERIDU,733,EK'KASEL,342,43o35’N,7o0’W
SAREVIDO,1860,EK'KASEL,342,44o5’N,7o5’W
SAREW,357,EK'KASEL,342,44o20’N,7o40’W
SARIRENETA,1653,KORAK,341,43o55’N,9o35’W
SARITIDO,3500,KORAK,341,43o35’N,9o35’W
SARMISH,778,ZAZAHNI,401,28o35’N,10o0’W
SARR,3000,SHYNABYTH,361,45o20’N,0o0’E
SARR,325,THARGGY,366,42o50’N,1o35’E
SARR,504,THARGGY,367,41o45’N,3o30’E
SASHZHAHN,1207,ZAZAHNI,401,28o25’N,10o15’W
SASPVEN,1559,ELDOR,293,44o45’N,17o35’W
SATIRIDU,540,KALAMAR,320,31o35’N,3o30’W
SAVIKK,1601,SKARRNA,364,44o10’N,8o10’E
SAVVATH,679,DRHOKKER,358,46o30’N,7o15’E
SAWID,364,DODERA,313,38o15’N,0o45’W
SAZAHNI,482,OZHVINMISH,402,30o25’N,7o30’W
SAZVEN,706,MENDARN,308,36o50’N,19o50’W
SEBUTHUWIDU,853,KALAMAR,322,32o40’N,1o55’E
SEDD,605,THARGGY,314,39o40’N,1o45’E
SEERAE,RUINS,COUNAI HEIGHTS,319,36o55’N,3o50’E
SEFONIDU,898,TOKIS,312,38o15’N,3o50’W
SEFVEN,1998,ELDOR,299,40o50’N,15o35’W
SEGELETA,10227,KALAMAR,317,35o25’N,2o10’W
SEGIDU,450,KALAMAR,318,36o40’N,0o0’E
SEGIDU,563,KALAMAR,322,32o50’N,0o30’E
SEHIMISH,1469,ZAZAHNI,408,27o45’N,12o30’W
SEHNEHZMISH,2836,MEZNAMISH,392,33o50’N,14o40’W
SEHNMISH,912,AHZNOMAHN,402,29o20’N,6o50’W
SEHNOHRMISH,1967,AHZNOMAHN,402,29o5’N,6o10’W
SEHOTEGIDO,992,DODERA,313,37o50’N,1o55’W
SEKRAGH,881,TARISATO,326,30o45’N,3o45’E
SEMMISH,RUINS,ZAZAHNI,400,29o30’N,14o0’W
SEMMISH,737,OZHVINMISH,402,30o25’N,8o5’W
SEOSAGOI,499,NANAKARY FOREST,373,38o20’N,9o30’E
SEREDI,113,KALAMAR,321,33o50’N,0o40’W
SERIHIDO,2768,KALAMAR,313,37o40’N,2o10’W
SERR,795,THARGGY,367,42o45’N,3o25’E
SESEVASIDO,1072,KALAMAR,321,32o30’N,0o40’W
SESEWIDO,2110,KALAMAR,323,33o15’N,3o5’E
SESHMISH,769,MEZNAMISH,392,32o35’N,15o20’W
SESHZHAHNI,363,AHZNOMAHN,402,28o25’N,7o35’W
SESIDO,1492,KALAMAR,321,32o15’N,1o35’W
SETAREK,476,EK’GAKEL,339,46o25’N,4o20’W
SETHIDO,1007,KALAMAR,321,33o25’N,3o5’W
SETHIDU,540,KALAMAR,321,32o25’N,1o15’W
SETHIDU,709,KALAMAR,322,33o55’N,0o55’E
SETHUDIDO,1876,BASIR,320,34o0’N,5o35’W
SETIDO,2168,KALAMAR,316,35o40’N,3o45’W
SEVELIDU,656,KALAMAR,317,35o5’N,3o5’W
SEWINIDO,1624,O'PAR,348,41o40’N,2o45’E
SEWVEN,1566,COSDOL,289,46o40’N,17o15’W
SEZHAHN,1647,MEZNAMISH,393,31o35’N,14o20’W
SHADEF,588,KHYDOBAN DESERT,373,39o30’N,10o5’E
SHADRAF,1136,THYBAJ,367,42o10’N,4o10’E
SHAFARAHN,442,ELOS DESERT,310,35o55’N,12o35’W
SHAGGAR,3200,THARGGY,314,40o0’N,1o30’E
SHAHZ-AHNOZH,1884,ZAZAHNI,400,29o30’N,13o10’W
SHAHZNHAHNI,322,AHZNOMAHN,410,27o50’N,7o45’W
SHAKAN,316,SHYNABYTH,344,45o20’N,1o0’W
SHANAHNI,2388,MEZNAMISH,392,31o25’N,16o20’W
SHANOR,880,ELOS DESERT,310,35o55’N,14o0’W
SHANOWOMI,508,AHZNOMAHN,410,28o5’N,8o20’W
SHAPSAHN,1085,ZAZAHNI,408,27o45’N,11o45’W
SHARYF,462,SHYNABYTH,356,46o55’N,0o5’W
SHATHYF,970,KHYDOBAN DESERT,371,41o35’N,10o50’E
SHAZMISH,651,OZHVINMISH,394,32o15’N,9o30’W
SHEDMISH,1673,AHZNOMAHN,402,28o40’N,7o55’W
SHEHIMISH,2494,MEZNAMISH,393,32o25’N,14o5’W
SHEHIMISH,1068,ZAZAHNI,401,29o55’N,11o25’W
SHEHZNAHNI,581,AHZNOMAHN,402,29o20’N,6o35’W
SHELMISH,2560,OZHVINMISH,401,30o0’N,9o5’W
SHEMAHN,1638,MEZNAMISH,392,31o40’N,15o45’W
SHENMISH,600,AHZNOMAHN,402,28o25’N,7o10’W
SHERR-NARR,507,TORAKK,352,49o15’N,4o0’E
SHIME-AHNOZH,1312,OZHVINMISH,394,33o40’N,11o15’W
SHINMISH,3138,MEZNAMISH,392,31o35’N,14o30’W
SHIOK,1057,SKARRNA,370,42o50’N,8o30’E
SHIRIR-NARR,737,THARGGY,366,41o35’N,1o55’E
SHISHZAHNI,1105,OZHVINMISH,394,33o25’N,10o35’W
SHIV-NARR,400,DRHOKKER,358,47o25’N,5o10’E
SHIWHAHNI,463,ZAZAHNI,409,27o40’N,8o55’W
SHIZEM-AHNOZH,965,OZHVINMISH,394,31o35’N,9o35’W
SHIZHMAHN,939,ZAZAHNI,401,30o25’N,11o0’W
SHIZHMISH,551,OZHVINMISH,402,30o25’N,8o0’W
SHODASH,636,THYBAJ,367,41o20’N,3o50’E
SHOHLGAHN,902,ZAZAHNI,400,30o0’N,12o35’W
SHOHLMISH,1206,MEZNAMISH,399,31o5’N,16o0’W
SHOHLPAHN,922,ZAZAHNI,408,27o45’N,13o5’W
SHOJE,533,KHYDOBAN DESERT,379,34o15’N,9o55’E
SHOJOR,353,KHYDOBAN DESERT,373,39o55’N,10o10’E
SHOKAR,543,THYBAJ,367,43o0’N,4o5’E
SHOKK,939,DRHOKKER,363,44o50’N,5o25’E
SHOMIHZAHNI,596,OZHVINMISH,394,33o40’N,11o40’W
SHOMISH,1244,MEZNAMISH,399,31o15’N,16o0’W
SHOMISH,1183,ZAZAHNI,401,29o40’N,11o30’W
SHOMISVAHN,734,ZAZAHNI,401,30o20’N,11o25’W
SHOMMISH,419,OZHVINMISH,402,31o15’N,7o30’W
SHOMOHAHNI,1645,MEZNAMISH,399,30o35’N,16o25’W
SHOMOMISH,1481,ZAZAHNI,400,28o55’N,13o20’W
SHON-NORR,510,THARGGY,366,42o40’N,1o45’E
SHONOSH,659,THYBAJ,363,43o15’N,5o5’E
SHOREF,449,KHYDOBAN DESERT,373,39o10’N,10o10’E
SHOSHOR,477,KHYDOBAN DESERT,370,40o20’N,10o10’E
SHOTAR,609,KHYDOBAN DESERT,373,40o0’N,9o35’E
SHOTH,423,TORAKK,357,48o25’N,3o30’E
SHOWZHAHNI,773,ZAZAHNI,409,28o0’N,11o0’W
SHOZI-AHNOZH,975,OZHVINMISH,393,32o30’N,13o5’W
SHOZMISH,456,OZHVINMISH,394,31o50’N,10o25’W
SHRADD,1605,DRHOKKER,363,44o35’N,5o30’E
SHRAKK,1127,DRHOKKER,363,45o25’N,5o35’E
SHREL,1011,DRHOKKER,362,44o45’N,4o55’E
SHRE-NORR,476,DRHOKKER,362,45o30’N,4o25’E
SHRETT,1129,DRHOKKER,362,44o45’N,4o25’E
SHREYD,1342,SKARRNA,370,42o5’N,8o5’E
SHRIYD,443,REANAARIA BAY,365,44o50’N,10o55’E
SHROGGA-PRAVAAZ,5500,ELOS DESERT,315,37o0’N,7o55’W
SHRUKK,489,DRHOKKER,363,46o0’N,5o10’E
SHRUR-NARR,616,THARGGY,368,40o10’N,3o5’E
SHRYR-NORR,327,DRHOKKER,357,46o25’N,4o30’E
SHRYRR,1142,DRHOKKER,362,44o20’N,2o55’E
SHRYTH,590,THARGGY,366,42o5’N,1o45’E
SHRYTH,223,THARGGY,366,41o15’N,0o45’E
SHYDAR,551,ELOS DESERT,309,35o40’N,14o35’W
SHYDRA,753,THYBAJ,362,43o50’N,3o50’E
SHYFF,7500,REANAARIA BAY,364,43o40’N,9o35’E
SHYHAN,459,KHYDOBAN DESERT,373,39o40’N,10o0’E
SHYNKYF,688,SKARRNA,370,42o45’N,8o10’E
SHYSHOK,2156,SLEN,340,48o55’N,1o20’W
SHYSLEF,438,SHYNABYTH,361,46o0’N,1o20’E
SHYTA-NA-DOBYO,17510,BRINDONWOOD,339,47o40’N,5o50’W
SHYTAR,663,ELOS DESERT,310,35o35’N,14o15’W
SHYTA-THYBAJ,17200,THYBAJ,367,41o50’N,4o5’E
SHYTO-CHOBY,443,SHYNABYTH,361,45o30’N,0o25’E
SIBIMIVIDU,842,KALAMAR,318,35o35’N,0o15’E
SIFAWIDO,1227,TOKIS,312,39o45’N,3o45’W
SIFODAPEWIDU,738,TOKIS,312,39o10’N,3o55’W
SIGIDO,2219,TOKIS,312,38o0’N,3o20’W
SIGIDU,703,KALAMAR,321,33o35’N,2o5’W
SIGVEN,1119,ELDOR,294,43o25’N,17o15’W
SIKA'AVIDU,511,KALAMAR,317,37o0’N,1o10’W
SIKA'IDO,1633,KALAMAR,325,30o20’N,1o15’E
SIKA'IDO,930,TARISATO,325,29o40’N,2o10’E
SIL'KA'UW,328,KALAMAR,316,36o45’N,3o40’W
SIL'PIDU,790,PARU'BOR,344,44o15’N,2o50’W
SIRDDEN,415,ELDOR,294,44o0’N,15o50’W
SIRDVEN,1999,MENDARN,303,38o30’N,17o20’W
SIRDVEN,1814,PEL BROLENON,309,36o0’N,15o35’W
SIRRUSAGH,1714,NORGA-KRANGREL,345,43o10’N,10o50’W
SISALASIDO,3700,EK'GAKEL,342,44o55’N,7o20’W
SISIDU,414,KALAMAR,321,32o55’N,0o35’W
SISIDU,414,KALAMAR,388,31o50’N,0o45’W
SISMISH,329,OZHVINMISH,402,31o5’N,8o25’W
SISODIDO,1481,KALAMAR,317,34o30’N,3o15’W
SISVAHNI,2067,AHZNOMAHN,410,28o20’N,7o5’W
SITESIDU,780,EK'GAKEL,339,46o25’N,4o20’W
SITHEL,378,PEKAL,347,42o0’N,4o50’E
SIVIDO,1239,KALAMAR,321,33o25’N,1o50’W
SIVIDO,911,TARISATO,329,28o15’N,2o30’E
SIVIDU,468,P'BAPAR,337,46o15’N,9o30’W
SIVIDU,853,PEKAL,347,42o10’N,5o25’E
SIVIDU,570,KALAMAR,322,31o50’N,2o10’E
SIVJUVAGH,900,UL-KARG,406,28o20’N,19o25’W
SIZMISH,1428,ZAZAHNI,401,29o55’N,11o15’W
SKAAYL,382,THARGGY,314,39o30’N,2o10’E
SKAKK,501,THARGGY,366,43o10’N,2o10’E
SKAL,374,THARGGY,366,42o45’N,1o5’E
SKARKK,407,REANAARIA BAY,364,43o35’N,9o35’E
SKEJY-NARR,549,DRHOKKER,363,45o15’N,6o35’E
SKERRA,311,DRHOKKER,359,46o30’N,9o25’E
S'KIDO,1333,KALAMAR,317,34o35’N,3o0’W
SKIJY,497,DRHOKKER,363,45o5’N,6o15’E
SKIRKK,866,SKARRNA,370,42o25’N,7o55’E
SKIT,579,DRHOKKER,364,45o15’N,7o55’E
SKORRA,559,SKARRNA,370,41o20’N,8o20’E
